timestamp,DE_LU,NL,FR
2024-12-24 21:00:00+00:00,99.04,99.04,99.04
2024-12-24 22:00:00+00:00,90.0,90.0,90.0
2024-12-24 23:00:00+00:00,91.37,91.37,91.37
2024-12-25 00:00:00+00:00,86.44,86.44,86.44
2024-12-25 01:00:00+00:00,85.07,85.07,85.07
2024-12-25 02:00:00+00:00,80.81,80.81,80.81
2024-12-25 03:00:00+00:00,75.99,75.99,75.99
2024-12-25 04:00:00+00:00,80.81,80.81,80.81
2024-12-25 05:00:00+00:00,83.01,83.01,83.01
2024-12-25 06:00:00+00:00,84.94,84.94,84.94
2024-12-25 07:00:00+00:00,90.21,90.21,90.21
2024-12-25 08:00:00+00:00,99.24,99.24,99.24
2024-12-25 09:00:00+00:00,93.56,93.56,93.56
2024-12-25 10:00:00+00:00,92.55,92.55,92.55
2024-12-25 11:00:00+00:00,94.41,94.41,94.41
2024-12-25 12:00:00+00:00,91.03,91.03,91.01
2024-12-25 13:00:00+00:00,99.17,99.17,85.08
2024-12-25 14:00:00+00:00,112.69,110.0,92.55
2024-12-25 15:00:00+00:00,118.01,116.71,108.27
2024-12-25 16:00:00+00:00,120.53,120.52,120.5
2024-12-25 17:00:00+00:00,119.11,119.1,119.07
2024-12-25 18:00:00+00:00,118.01,118.0,117.98
2024-12-25 19:00:00+00:00,118.33,118.32,118.29
2024-12-25 20:00:00+00:00,113.01,113.01,113.01
2024-12-25 21:00:00+00:00,114.07,114.07,114.07
2024-12-25 22:00:00+00:00,104.63,104.63,104.63
2024-12-25 23:00:00+00:00,102.17,102.17,102.17
2024-12-26 00:00:00+00:00,95.06,95.06,95.06
2024-12-26 01:00:00+00:00,94.61,94.61,94.61
2024-12-26 02:00:00+00:00,89.64,89.64,89.64
2024-12-26 03:00:00+00:00,90.87,90.87,90.87
2024-12-26 04:00:00+00:00,95.1,95.1,95.1
2024-12-26 05:00:00+00:00,99.0,99.0,99.0
2024-12-26 06:00:00+00:00,112.61,112.62,112.64
2024-12-26 07:00:00+00:00,119.1,119.18,119.44
2024-12-26 08:00:00+00:00,118.23,118.23,118.23
2024-12-26 09:00:00+00:00,113.25,113.25,113.25
2024-12-26 10:00:00+00:00,106.01,106.01,106.01
2024-12-26 11:00:00+00:00,107.71,107.71,107.71
2024-12-26 12:00:00+00:00,103.9,103.9,103.9
2024-12-26 13:00:00+00:00,109.64,109.64,109.64
2024-12-26 14:00:00+00:00,120.75,120.75,120.75
2024-12-26 15:00:00+00:00,129.64,128.66,123.26
2024-12-26 16:00:00+00:00,137.9,137.9,137.9
2024-12-26 17:00:00+00:00,138.05,138.05,138.05
2024-12-26 18:00:00+00:00,135.71,135.71,135.71
2024-12-26 19:00:00+00:00,129.13,129.13,129.13
2024-12-26 20:00:00+00:00,120.85,120.85,120.85
2024-12-26 21:00:00+00:00,123.5,123.5,123.5
2024-12-26 22:00:00+00:00,116.98,116.98,116.98
2024-12-26 23:00:00+00:00,106.79,106.79,106.79
2024-12-27 00:00:00+00:00,101.52,101.52,101.52
2024-12-27 01:00:00+00:00,101.03,101.03,101.03
2024-12-27 02:00:00+00:00,99.74,99.74,99.74
2024-12-27 03:00:00+00:00,99.58,99.58,99.58
2024-12-27 04:00:00+00:00,106.2,106.2,106.2
2024-12-27 05:00:00+00:00,115.7,115.7,115.7
2024-12-27 06:00:00+00:00,124.29,124.29,124.29
2024-12-27 07:00:00+00:00,131.85,131.85,131.85
2024-12-27 08:00:00+00:00,130.15,130.15,130.15
2024-12-27 09:00:00+00:00,120.1,120.1,120.1
2024-12-27 10:00:00+00:00,107.94,107.94,107.94
2024-12-27 11:00:00+00:00,107.81,107.81,107.81
2024-12-27 12:00:00+00:00,107.94,107.94,107.94
2024-12-27 13:00:00+00:00,121.65,120.12,110.3
2024-12-27 14:00:00+00:00,136.46,133.64,114.15
2024-12-27 15:00:00+00:00,146.25,144.21,129.98
2024-12-27 16:00:00+00:00,151.8,151.55,149.78
2024-12-27 17:00:00+00:00,158.4,158.4,158.4
2024-12-27 18:00:00+00:00,146.43,146.43,146.43
2024-12-27 19:00:00+00:00,133.14,133.14,133.14
2024-12-27 20:00:00+00:00,125.42,125.42,125.42
2024-12-27 21:00:00+00:00,126.76,126.76,126.76
2024-12-27 22:00:00+00:00,114.0,114.0,114.0
2024-12-27 23:00:00+00:00,126.4,126.4,126.4
2024-12-28 00:00:00+00:00,116.63,116.63,116.63
2024-12-28 01:00:00+00:00,110.15,110.15,110.15
2024-12-28 02:00:00+00:00,105.92,105.92,105.92
2024-12-28 03:00:00+00:00,102.93,102.93,102.93
2024-12-28 04:00:00+00:00,105.58,105.58,105.58
2024-12-28 05:00:00+00:00,109.71,109.71,109.71
2024-12-28 06:00:00+00:00,124.24,124.24,124.24
2024-12-28 07:00:00+00:00,128.0,128.0,128.0
2024-12-28 08:00:00+00:00,128.3,128.3,128.3
2024-12-28 09:00:00+00:00,122.83,122.83,122.83
2024-12-28 10:00:00+00:00,113.4,113.4,113.4
2024-12-28 11:00:00+00:00,108.97,108.97,108.97
2024-12-28 12:00:00+00:00,110.01,110.01,110.01
2024-12-28 13:00:00+00:00,117.83,117.24,114.09
2024-12-28 14:00:00+00:00,137.84,134.1,114.09
2024-12-28 15:00:00+00:00,143.25,140.02,121.27
2024-12-28 16:00:00+00:00,152.0,150.49,142.61
2024-12-28 17:00:00+00:00,147.51,147.8,148.3
2024-12-28 18:00:00+00:00,140.48,140.88,141.74
2024-12-28 19:00:00+00:00,129.26,129.59,130.3
2024-12-28 20:00:00+00:00,125.9,125.9,125.9
2024-12-28 21:00:00+00:00,121.25,121.25,121.25
2024-12-28 22:00:00+00:00,114.93,115.0,115.16
2024-12-28 23:00:00+00:00,127.39,127.39,127.39
2024-12-29 00:00:00+00:00,114.09,114.09,114.09
2024-12-29 01:00:00+00:00,107.71,107.71,107.71
2024-12-29 02:00:00+00:00,101.7,101.7,101.7
2024-12-29 03:00:00+00:00,97.73,97.73,97.73
2024-12-29 04:00:00+00:00,98.61,98.61,98.61
2024-12-29 05:00:00+00:00,98.16,98.16,98.16
2024-12-29 06:00:00+00:00,102.09,103.56,102.53
2024-12-29 07:00:00+00:00,110.71,110.71,110.71
2024-12-29 08:00:00+00:00,114.65,118.17,115.83
2024-12-29 09:00:00+00:00,104.07,128.7,115.58
2024-12-29 10:00:00+00:00,100.19,121.2,109.94
2024-12-29 11:00:00+00:00,100.72,122.77,109.4
2024-12-29 12:00:00+00:00,99.73,124.0,108.88
2024-12-29 13:00:00+00:00,98.44,128.7,109.81
2024-12-29 14:00:00+00:00,104.01,120.01,113.87
2024-12-29 15:00:00+00:00,121.73,122.88,125.13
2024-12-29 16:00:00+00:00,122.0,144.93,133.01
2024-12-29 17:00:00+00:00,126.11,138.1,134.4
2024-12-29 18:00:00+00:00,121.34,109.9,133.72
2024-12-29 19:00:00+00:00,109.92,95.08,123.92
2024-12-29 20:00:00+00:00,90.21,92.86,118.59
2024-12-29 21:00:00+00:00,83.79,86.13,119.1
2024-12-29 22:00:00+00:00,71.63,73.73,103.18
2024-12-29 23:00:00+00:00,71.73,75.53,105.48
2024-12-30 00:00:00+00:00,68.6,76.2,100.81
2024-12-30 01:00:00+00:00,68.6,65.2,98.45
2024-12-30 02:00:00+00:00,64.65,40.0,89.19
2024-12-30 03:00:00+00:00,66.89,34.9,82.97
2024-12-30 04:00:00+00:00,69.17,67.03,90.58
2024-12-30 05:00:00+00:00,71.14,73.63,98.82
2024-12-30 06:00:00+00:00,80.2,81.56,110.78
2024-12-30 07:00:00+00:00,86.3,108.3,126.7
2024-12-30 08:00:00+00:00,87.06,133.58,128.01
2024-12-30 09:00:00+00:00,83.71,135.0,122.09
2024-12-30 10:00:00+00:00,78.88,124.9,119.04
2024-12-30 11:00:00+00:00,82.86,85.1,121.42
2024-12-30 12:00:00+00:00,80.5,80.86,116.02
2024-12-30 13:00:00+00:00,83.7,84.4,119.5
2024-12-30 14:00:00+00:00,92.42,103.4,120.0
2024-12-30 15:00:00+00:00,96.97,136.0,128.08
2024-12-30 16:00:00+00:00,109.97,150.0,133.19
2024-12-30 17:00:00+00:00,100.0,109.93,140.12
2024-12-30 18:00:00+00:00,86.62,87.42,144.3
2024-12-30 19:00:00+00:00,74.83,75.84,139.39
2024-12-30 20:00:00+00:00,68.02,68.51,130.74
2024-12-30 21:00:00+00:00,67.26,67.95,128.95
2024-12-30 22:00:00+00:00,35.66,36.47,126.45
2024-12-30 23:00:00+00:00,50.49,76.3,113.58
2024-12-31 00:00:00+00:00,45.9,54.9,102.54
2024-12-31 01:00:00+00:00,56.43,56.43,97.92
2024-12-31 02:00:00+00:00,57.06,34.9,92.59
2024-12-31 03:00:00+00:00,63.92,30.88,88.79
2024-12-31 04:00:00+00:00,63.72,30.21,90.13
2024-12-31 05:00:00+00:00,63.7,40.0,108.05
2024-12-31 06:00:00+00:00,71.63,70.29,120.92
2024-12-31 07:00:00+00:00,78.43,99.0,131.38
2024-12-31 08:00:00+00:00,83.46,147.99,127.49
2024-12-31 09:00:00+00:00,82.47,149.9,121.41
2024-12-31 10:00:00+00:00,81.03,137.0,108.88
2024-12-31 11:00:00+00:00,81.17,121.7,102.39
2024-12-31 12:00:00+00:00,78.93,99.0,95.63
2024-12-31 13:00:00+00:00,76.84,84.0,93.14
2024-12-31 14:00:00+00:00,82.07,84.32,92.11
2024-12-31 15:00:00+00:00,83.67,94.9,97.52
2024-12-31 16:00:00+00:00,83.25,121.7,105.68
2024-12-31 17:00:00+00:00,77.68,99.0,111.22
2024-12-31 18:00:00+00:00,67.77,70.56,92.78
2024-12-31 19:00:00+00:00,35.56,59.9,79.04
2024-12-31 20:00:00+00:00,15.7,18.2,50.11
2024-12-31 21:00:00+00:00,9.06,9.06,63.36
2024-12-31 22:00:00+00:00,0.52,0.52,60.18
2024-12-31 23:00:00+00:00,2.16,13.62,12.36
2025-01-01 00:00:00+00:00,1.6,6.24,18.92
2025-01-01 01:00:00+00:00,0.0,4.16,16.66
2025-01-01 02:00:00+00:00,-0.01,3.28,13.1
2025-01-01 03:00:00+00:00,-0.01,0.68,5.9
2025-01-01 04:00:00+00:00,-0.06,0.0,9.27
2025-01-01 05:00:00+00:00,-0.09,0.76,10.04
2025-01-01 06:00:00+00:00,-0.01,0.79,7.23
2025-01-01 07:00:00+00:00,-0.01,1.89,12.83
2025-01-01 08:00:00+00:00,-0.04,7.5,13.76
2025-01-01 09:00:00+00:00,-0.03,27.32,17.95
2025-01-01 10:00:00+00:00,-0.1,37.49,20.59
2025-01-01 11:00:00+00:00,-0.05,60.1,28.11
2025-01-01 12:00:00+00:00,-0.1,63.32,30.0
2025-01-01 13:00:00+00:00,-1.01,47.0,21.5
2025-01-01 14:00:00+00:00,-0.01,50.1,10.68
2025-01-01 15:00:00+00:00,-0.01,27.64,20.18
2025-01-01 16:00:00+00:00,0.07,79.97,35.72
2025-01-01 17:00:00+00:00,1.01,95.0,48.06
2025-01-01 18:00:00+00:00,1.48,95.0,50.14
2025-01-01 19:00:00+00:00,1.0,81.49,41.5
2025-01-01 20:00:00+00:00,0.07,68.96,34.93
2025-01-01 21:00:00+00:00,10.05,46.37,34.69
2025-01-01 22:00:00+00:00,7.01,38.0,28.04
2025-01-01 23:00:00+00:00,2.55,101.94,39.84
2025-01-02 00:00:00+00:00,1.56,146.95,44.1
2025-01-02 01:00:00+00:00,3.45,148.44,44.7
2025-01-02 02:00:00+00:00,7.02,138.0,42.92
2025-01-02 03:00:00+00:00,12.75,100.1,40.15
2025-01-02 04:00:00+00:00,30.07,107.47,52.51
2025-01-02 05:00:00+00:00,67.13,154.68,93.3
2025-01-02 06:00:00+00:00,98.83,174.7,120.03
2025-01-02 07:00:00+00:00,121.53,175.07,135.52
2025-01-02 08:00:00+00:00,127.23,165.37,136.48
2025-01-02 09:00:00+00:00,126.35,136.0,129.04
2025-01-02 10:00:00+00:00,119.97,111.93,125.7
2025-01-02 11:00:00+00:00,115.95,101.52,125.72
2025-01-02 12:00:00+00:00,113.9,105.6,119.3
2025-01-02 13:00:00+00:00,122.21,118.95,124.65
2025-01-02 14:00:00+00:00,130.11,130.11,130.11
2025-01-02 15:00:00+00:00,138.59,138.81,139.5
2025-01-02 16:00:00+00:00,152.87,153.0,153.4
2025-01-02 17:00:00+00:00,152.94,152.99,153.15
2025-01-02 18:00:00+00:00,139.15,128.0,146.66
2025-01-02 19:00:00+00:00,130.0,129.17,130.6
2025-01-02 20:00:00+00:00,119.78,120.0,120.62
2025-01-02 21:00:00+00:00,113.42,119.9,117.89
2025-01-02 22:00:00+00:00,82.47,116.07,118.56
2025-01-02 23:00:00+00:00,99.56,114.32,103.88
2025-01-03 00:00:00+00:00,87.53,115.0,95.18
2025-01-03 01:00:00+00:00,85.01,103.0,89.94
2025-01-03 02:00:00+00:00,83.79,98.0,87.67
2025-01-03 03:00:00+00:00,77.5,78.15,84.06
2025-01-03 04:00:00+00:00,79.88,71.0,92.25
2025-01-03 05:00:00+00:00,83.56,68.96,100.14
2025-01-03 06:00:00+00:00,78.43,86.0,119.27
2025-01-03 07:00:00+00:00,82.57,112.64,127.28
2025-01-03 08:00:00+00:00,80.76,134.51,132.97
2025-01-03 09:00:00+00:00,77.64,100.0,130.52
2025-01-03 10:00:00+00:00,70.48,86.6,123.2
2025-01-03 11:00:00+00:00,69.94,83.8,113.51
2025-01-03 12:00:00+00:00,77.8,97.2,107.6
2025-01-03 13:00:00+00:00,78.81,117.05,105.88
2025-01-03 14:00:00+00:00,85.29,149.99,110.22
2025-01-03 15:00:00+00:00,105.51,125.8,123.2
2025-01-03 16:00:00+00:00,116.66,149.93,141.2
2025-01-03 17:00:00+00:00,115.06,133.2,144.48
2025-01-03 18:00:00+00:00,114.91,124.3,141.43
2025-01-03 19:00:00+00:00,113.3,125.0,133.2
2025-01-03 20:00:00+00:00,107.8,155.2,119.9
2025-01-03 21:00:00+00:00,98.22,133.2,123.58
2025-01-03 22:00:00+00:00,88.57,192.7,126.09
2025-01-03 23:00:00+00:00,90.43,136.4,109.06
2025-01-04 00:00:00+00:00,90.29,130.39,101.0
2025-01-04 01:00:00+00:00,90.2,106.7,95.53
2025-01-04 02:00:00+00:00,91.52,99.0,94.33
2025-01-04 03:00:00+00:00,95.95,96.09,96.62
2025-01-04 04:00:00+00:00,102.11,102.22,102.63
2025-01-04 05:00:00+00:00,110.66,110.7,110.89
2025-01-04 06:00:00+00:00,119.96,120.02,120.25
2025-01-04 07:00:00+00:00,128.39,128.39,128.39
2025-01-04 08:00:00+00:00,130.75,130.75,130.75
2025-01-04 09:00:00+00:00,130.34,130.34,130.34
2025-01-04 10:00:00+00:00,128.29,128.29,128.29
2025-01-04 11:00:00+00:00,130.03,130.03,130.03
2025-01-04 12:00:00+00:00,129.85,129.85,129.85
2025-01-04 13:00:00+00:00,136.4,136.4,136.4
2025-01-04 14:00:00+00:00,138.72,138.76,138.89
2025-01-04 15:00:00+00:00,142.0,141.2,133.52
2025-01-04 16:00:00+00:00,151.24,149.83,136.78
2025-01-04 17:00:00+00:00,143.85,144.17,145.0
2025-01-04 18:00:00+00:00,137.96,138.38,139.73
2025-01-04 19:00:00+00:00,129.49,129.73,130.49
2025-01-04 20:00:00+00:00,122.83,123.07,123.82
2025-01-04 21:00:00+00:00,118.29,118.54,119.23
2025-01-04 22:00:00+00:00,109.49,109.61,109.9
2025-01-04 23:00:00+00:00,113.84,111.61,101.77
2025-01-05 00:00:00+00:00,100.33,94.76,70.5
2025-01-05 01:00:00+00:00,93.61,85.62,64.81
2025-01-05 02:00:00+00:00,93.87,82.94,46.7
2025-01-05 03:00:00+00:00,89.38,74.73,43.87
2025-01-05 04:00:00+00:00,83.55,67.0,36.61
2025-01-05 05:00:00+00:00,83.92,65.67,34.04
2025-01-05 06:00:00+00:00,82.53,64.22,44.0
2025-01-05 07:00:00+00:00,84.05,75.5,51.27
2025-01-05 08:00:00+00:00,89.15,75.7,50.0
2025-01-05 09:00:00+00:00,82.95,82.95,49.81
2025-01-05 10:00:00+00:00,88.82,80.02,43.05
2025-01-05 11:00:00+00:00,81.66,81.66,45.74
2025-01-05 12:00:00+00:00,78.39,65.32,35.19
2025-01-05 13:00:00+00:00,68.0,59.67,30.0
2025-01-05 14:00:00+00:00,50.64,49.98,28.0
2025-01-05 15:00:00+00:00,49.91,49.91,35.22
2025-01-05 16:00:00+00:00,66.3,63.23,57.72
2025-01-05 17:00:00+00:00,65.05,61.13,64.81
2025-01-05 18:00:00+00:00,51.28,52.08,59.06
2025-01-05 19:00:00+00:00,36.85,40.88,50.97
2025-01-05 20:00:00+00:00,36.8,39.0,48.89
2025-01-05 21:00:00+00:00,34.68,32.48,38.22
2025-01-05 22:00:00+00:00,28.14,20.36,20.55
2025-01-05 23:00:00+00:00,27.52,25.99,13.28
2025-01-06 00:00:00+00:00,19.26,9.65,8.35
2025-01-06 01:00:00+00:00,11.35,6.2,5.23
2025-01-06 02:00:00+00:00,9.2,2.77,3.52
2025-01-06 03:00:00+00:00,10.0,1.97,3.52
2025-01-06 04:00:00+00:00,14.81,3.69,5.61
2025-01-06 05:00:00+00:00,23.82,10.0,11.27
2025-01-06 06:00:00+00:00,31.72,45.54,37.0
2025-01-06 07:00:00+00:00,41.37,72.0,58.15
2025-01-06 08:00:00+00:00,36.36,77.03,51.15
2025-01-06 09:00:00+00:00,34.69,60.0,40.81
2025-01-06 10:00:00+00:00,32.83,40.28,32.83
2025-01-06 11:00:00+00:00,31.28,42.06,31.28
2025-01-06 12:00:00+00:00,28.6,45.06,28.6
2025-01-06 13:00:00+00:00,25.61,64.57,26.95
2025-01-06 14:00:00+00:00,26.32,77.94,26.32
2025-01-06 15:00:00+00:00,26.87,77.92,38.49
2025-01-06 16:00:00+00:00,31.66,102.91,67.5
2025-01-06 17:00:00+00:00,31.58,126.66,88.34
2025-01-06 18:00:00+00:00,28.74,119.95,79.66
2025-01-06 19:00:00+00:00,26.59,99.9,67.18
2025-01-06 20:00:00+00:00,13.82,79.94,48.79
2025-01-06 21:00:00+00:00,26.94,73.43,48.02
2025-01-06 22:00:00+00:00,12.99,50.96,28.8
2025-01-06 23:00:00+00:00,19.07,19.51,20.88
2025-01-07 00:00:00+00:00,8.71,8.71,6.66
2025-01-07 01:00:00+00:00,8.9,8.9,12.54
2025-01-07 02:00:00+00:00,5.01,5.01,5.59
2025-01-07 03:00:00+00:00,5.13,5.13,0.4
2025-01-07 04:00:00+00:00,5.8,5.8,12.49
2025-01-07 05:00:00+00:00,48.86,60.0,60.01
2025-01-07 06:00:00+00:00,76.83,116.56,97.56
2025-01-07 07:00:00+00:00,85.08,165.98,115.0
2025-01-07 08:00:00+00:00,84.24,138.5,105.18
2025-01-07 09:00:00+00:00,75.25,110.74,93.49
2025-01-07 10:00:00+00:00,62.8,79.95,74.93
2025-01-07 11:00:00+00:00,62.44,70.1,71.25
2025-01-07 12:00:00+00:00,63.9,67.33,73.12
2025-01-07 13:00:00+00:00,72.56,75.0,79.76
2025-01-07 14:00:00+00:00,78.11,84.9,85.0
2025-01-07 15:00:00+00:00,79.98,125.58,100.64
2025-01-07 16:00:00+00:00,96.03,160.7,118.34
2025-01-07 17:00:00+00:00,101.11,173.86,128.87
2025-01-07 18:00:00+00:00,86.21,127.5,125.0
2025-01-07 19:00:00+00:00,78.01,102.9,107.24
2025-01-07 20:00:00+00:00,72.45,97.6,100.55
2025-01-07 21:00:00+00:00,72.45,82.2,98.53
2025-01-07 22:00:00+00:00,50.04,80.01,89.27
2025-01-07 23:00:00+00:00,71.05,66.19,74.23
2025-01-08 00:00:00+00:00,68.01,52.96,69.5
2025-01-08 01:00:00+00:00,63.34,50.17,59.97
2025-01-08 02:00:00+00:00,57.01,49.9,53.0
2025-01-08 03:00:00+00:00,66.29,52.8,59.52
2025-01-08 04:00:00+00:00,72.07,68.93,70.2
2025-01-08 05:00:00+00:00,82.7,75.1,97.41
2025-01-08 06:00:00+00:00,100.73,120.46,124.39
2025-01-08 07:00:00+00:00,128.22,141.04,135.01
2025-01-08 08:00:00+00:00,108.18,146.77,131.32
2025-01-08 09:00:00+00:00,94.65,125.6,125.04
2025-01-08 10:00:00+00:00,100.01,108.63,104.46
2025-01-08 11:00:00+00:00,89.99,105.87,97.57
2025-01-08 12:00:00+00:00,97.2,102.37,100.21
2025-01-08 13:00:00+00:00,110.19,110.28,110.19
2025-01-08 14:00:00+00:00,127.8,127.97,126.62
2025-01-08 15:00:00+00:00,135.82,137.31,124.05
2025-01-08 16:00:00+00:00,155.46,157.35,124.58
2025-01-08 17:00:00+00:00,149.23,162.0,137.58
2025-01-08 18:00:00+00:00,146.48,146.66,131.0
2025-01-08 19:00:00+00:00,136.86,134.87,124.81
2025-01-08 20:00:00+00:00,127.86,125.11,112.66
2025-01-08 21:00:00+00:00,115.92,114.4,111.9
2025-01-08 22:00:00+00:00,103.59,100.5,98.77
2025-01-08 23:00:00+00:00,101.44,99.98,60.38
2025-01-09 00:00:00+00:00,100.0,100.0,49.9
2025-01-09 01:00:00+00:00,98.77,92.46,51.86
2025-01-09 02:00:00+00:00,95.22,85.1,25.61
2025-01-09 03:00:00+00:00,98.28,84.64,13.01
2025-01-09 04:00:00+00:00,102.65,90.77,30.29
2025-01-09 05:00:00+00:00,133.54,121.04,60.08
2025-01-09 06:00:00+00:00,148.8,141.9,90.79
2025-01-09 07:00:00+00:00,164.88,152.28,100.99
2025-01-09 08:00:00+00:00,156.15,145.41,102.44
2025-01-09 09:00:00+00:00,147.64,138.91,97.45
2025-01-09 10:00:00+00:00,140.21,131.91,90.41
2025-01-09 11:00:00+00:00,128.18,122.39,94.75
2025-01-09 12:00:00+00:00,121.15,114.85,84.19
2025-01-09 13:00:00+00:00,123.95,116.27,80.89
2025-01-09 14:00:00+00:00,127.53,121.29,88.11
2025-01-09 15:00:00+00:00,123.75,122.0,109.4
2025-01-09 16:00:00+00:00,130.91,131.07,131.62
2025-01-09 17:00:00+00:00,134.75,134.52,135.73
2025-01-09 18:00:00+00:00,125.44,112.95,135.01
2025-01-09 19:00:00+00:00,119.23,119.23,120.36
2025-01-09 20:00:00+00:00,104.99,105.17,105.8
2025-01-09 21:00:00+00:00,101.1,100.92,101.43
2025-01-09 22:00:00+00:00,88.19,80.01,94.26
2025-01-09 23:00:00+00:00,84.79,90.97,86.82
2025-01-10 00:00:00+00:00,80.23,80.23,80.25
2025-01-10 01:00:00+00:00,71.29,71.4,72.09
2025-01-10 02:00:00+00:00,69.05,69.2,69.94
2025-01-10 03:00:00+00:00,69.89,69.92,70.07
2025-01-10 04:00:00+00:00,83.9,84.17,85.06
2025-01-10 05:00:00+00:00,99.09,99.09,101.8
2025-01-10 06:00:00+00:00,123.92,123.92,126.12
2025-01-10 07:00:00+00:00,139.47,139.69,140.33
2025-01-10 08:00:00+00:00,136.92,136.98,137.22
2025-01-10 09:00:00+00:00,123.57,123.57,123.57
2025-01-10 10:00:00+00:00,113.59,113.59,113.59
2025-01-10 11:00:00+00:00,107.43,107.43,107.43
2025-01-10 12:00:00+00:00,105.01,105.01,105.01
2025-01-10 13:00:00+00:00,110.01,110.01,110.01
2025-01-10 14:00:00+00:00,128.69,128.69,128.69
2025-01-10 15:00:00+00:00,134.87,135.01,135.57
2025-01-10 16:00:00+00:00,142.56,142.6,142.72
2025-01-10 17:00:00+00:00,144.12,144.15,144.28
2025-01-10 18:00:00+00:00,141.05,141.1,141.27
2025-01-10 19:00:00+00:00,134.82,134.82,134.83
2025-01-10 20:00:00+00:00,122.51,122.51,122.51
2025-01-10 21:00:00+00:00,119.77,119.77,119.79
2025-01-10 22:00:00+00:00,111.71,111.74,112.0
2025-01-10 23:00:00+00:00,106.64,118.88,112.0
2025-01-11 00:00:00+00:00,98.99,104.09,100.61
2025-01-11 01:00:00+00:00,95.71,97.4,96.32
2025-01-11 02:00:00+00:00,89.45,95.8,92.02
2025-01-11 03:00:00+00:00,88.35,95.0,90.82
2025-01-11 04:00:00+00:00,88.4,98.61,92.16
2025-01-11 05:00:00+00:00,88.13,105.1,95.46
2025-01-11 06:00:00+00:00,94.68,119.9,104.07
2025-01-11 07:00:00+00:00,107.65,128.34,115.85
2025-01-11 08:00:00+00:00,103.14,141.93,118.19
2025-01-11 09:00:00+00:00,101.13,127.81,114.24
2025-01-11 10:00:00+00:00,99.56,101.61,100.58
2025-01-11 11:00:00+00:00,96.74,97.57,97.14
2025-01-11 12:00:00+00:00,93.15,93.15,93.15
2025-01-11 13:00:00+00:00,94.9,95.74,95.74
2025-01-11 14:00:00+00:00,104.89,105.23,105.05
2025-01-11 15:00:00+00:00,112.12,112.46,113.29
2025-01-11 16:00:00+00:00,119.8,120.12,120.97
2025-01-11 17:00:00+00:00,122.34,124.1,123.86
2025-01-11 18:00:00+00:00,114.85,135.0,123.55
2025-01-11 19:00:00+00:00,111.19,131.4,119.95
2025-01-11 20:00:00+00:00,104.8,124.2,116.2
2025-01-11 21:00:00+00:00,103.07,124.19,113.27
2025-01-11 22:00:00+00:00,105.69,105.94,106.1
2025-01-11 23:00:00+00:00,83.58,140.6,110.36
2025-01-12 00:00:00+00:00,83.79,115.0,97.57
2025-01-12 01:00:00+00:00,86.75,100.0,90.0
2025-01-12 02:00:00+00:00,84.2,90.0,85.91
2025-01-12 03:00:00+00:00,85.0,85.0,85.0
2025-01-12 04:00:00+00:00,83.75,89.9,85.7
2025-01-12 05:00:00+00:00,85.9,97.0,90.13
2025-01-12 06:00:00+00:00,101.75,101.75,101.75
2025-01-12 07:00:00+00:00,114.67,114.76,114.97
2025-01-12 08:00:00+00:00,120.07,120.07,120.07
2025-01-12 09:00:00+00:00,117.77,117.77,117.77
2025-01-12 10:00:00+00:00,105.61,105.61,105.61
2025-01-12 11:00:00+00:00,102.99,102.99,102.99
2025-01-12 12:00:00+00:00,99.61,99.61,99.61
2025-01-12 13:00:00+00:00,104.74,103.23,95.4
2025-01-12 14:00:00+00:00,118.7,116.32,101.24
2025-01-12 15:00:00+00:00,132.92,129.52,109.56
2025-01-12 16:00:00+00:00,141.0,138.12,120.61
2025-01-12 17:00:00+00:00,146.66,146.66,146.66
2025-01-12 18:00:00+00:00,143.66,142.79,138.07
2025-01-12 19:00:00+00:00,134.86,133.11,124.0
2025-01-12 20:00:00+00:00,127.49,126.85,123.67
2025-01-12 21:00:00+00:00,121.2,120.45,116.73
2025-01-12 22:00:00+00:00,114.9,114.9,114.9
2025-01-12 23:00:00+00:00,112.39,112.39,112.39
2025-01-13 00:00:00+00:00,105.07,105.07,105.07
2025-01-13 01:00:00+00:00,104.46,104.46,104.46
2025-01-13 02:00:00+00:00,100.37,100.37,100.37
2025-01-13 03:00:00+00:00,100.0,100.0,100.0
2025-01-13 04:00:00+00:00,110.11,109.97,109.13
2025-01-13 05:00:00+00:00,140.28,138.67,127.14
2025-01-13 06:00:00+00:00,181.92,177.83,150.16
2025-01-13 07:00:00+00:00,223.09,218.8,186.0
2025-01-13 08:00:00+00:00,174.09,171.0,146.5
2025-01-13 09:00:00+00:00,141.69,139.97,128.38
2025-01-13 10:00:00+00:00,115.73,115.58,116.13
2025-01-13 11:00:00+00:00,104.1,104.83,105.69
2025-01-13 12:00:00+00:00,103.04,103.11,100.81
2025-01-13 13:00:00+00:00,104.67,105.55,104.91
2025-01-13 14:00:00+00:00,138.2,135.34,112.59
2025-01-13 15:00:00+00:00,142.62,140.82,126.64
2025-01-13 16:00:00+00:00,149.0,149.0,148.7
2025-01-13 17:00:00+00:00,149.0,140.41,157.07
2025-01-13 18:00:00+00:00,139.73,119.6,158.39
2025-01-13 19:00:00+00:00,123.18,105.0,141.32
2025-01-13 20:00:00+00:00,120.22,118.27,122.59
2025-01-13 21:00:00+00:00,115.57,109.0,121.41
